id,name,alt,path
1,500plus,more than 500,Images/1440x720-banners/500plus.png
2,AlGolinAffairWeb2019,al-golin-fellows,Images/1440x720-banners/AlGolinAffairWeb2019.jpg
3,AlGolinWeb3,Diverse Al Golin Fellows in the Wabash Building.,Images/1440x720-banners/AlGolinWeb3.jpg
4,AlGolinFellows-2160x1215_Header-2,,Images/1440x720-banners/AlGolinWeb3/AlGolinFellows-2160x1215_Header/AlGolinFellows-2160x1215_Header-2.jpg
5,AlGolinFellows-2160x1215_Header-2,Diverse Al Golin Fellows in the Wabash Building,Images/1440x720-banners/AlGolinWeb3/AlGolinFellows-2160x1215_Header/AlGolinFellows-2160x1215_Header-2/AlGolinFellows-2160x1215_Header-2.jpg
6,AlGolinFellows-2160x1215_Header-2,Diverse Al Golin Fellows in the Wabash Building,Images/1440x720-banners/AlGolinWeb3/AlGolinFellows-2160x1215_Header/AlGolinFellows-2160x1215_Header-2/AlGolinFellows-2160x1215_Header-2/AlGolinFellows-2160x1215_Header-2.jpg
7,Auditorium-and-Wabash-buildings-from-the-south,Auditorium and Wabash buildings from the south,Images/1440x720-banners/Auditorium-and-Wabash-buildings-from-the-south.jpg
8,Banner-of-student-sitting-in-front-of-windows,Banner of student sitting in front of windows,Images/1440x720-banners/Banner-of-student-sitting-in-front-of-windows.jpg
9,business-faculty,Heller College of Business faculty,Images/1440x720-banners/business-faculty.jpg
10,Chicago-cityscape-at-night,Chicago cityscape at night,Images/1440x720-banners/Chicago-cityscape-at-night.jpg
11,Cityscape-aerial-angle,Cityscape aerial angle,Images/1440x720-banners/Cityscape-aerial-angle.jpg
12,Group-of-students,Group of students,Images/1440x720-banners/Group-of-students.jpg
13,Jazz-band-performing-on-stage,Jazz band performing on stage,Images/1440x720-banners/Jazz-band-performing-on-stage.jpg
14,Pharmacy-students-in-lab-coats,Pharmacy students in lab coats,Images/1440x720-banners/Pharmacy-students-in-lab-coats.jpg
15,piano,Piano on stage,Images/1440x720-banners/piano.jpg
16,prc-apartments,apartment building,Images/1440x720-banners/prc-apartments.jpg
17,prc-library,chicago city library building,Images/1440x720-banners/prc-library.jpg
18,prc-willis-tower,willis tower,Images/1440x720-banners/prc-willis-tower.jpg
19,Smiling-student-looking-up,Smiling student looking up,Images/1440x720-banners/Smiling-student-looking-up.jpg
20,String camp,summer string camp,Images/1440x720-banners/String camp.jpg
21,Student-by-blooming-flowers,Student by blooming flowers,Images/1440x720-banners/Student-by-blooming-flowers.jpg
22,Student-in-blue-dress-standing-library-stacks,Student standing library stacks,Images/1440x720-banners/Student-in-blue-dress-standing-library-stacks.jpg
23,Student-in-front-of-Wabash-Building-windows-overlooking-Lake-Michigan,Student in front of Wabash Building windows overlooking Lake Michigan,Images/1440x720-banners/Student-in-front-of-Wabash-Building-windows-overlooking-Lake-Michigan.jpg
24,Student-in-front-of-Wabash-windows-overlooking-lake,Student in front of Wabash windows overlooking lake,Images/1440x720-banners/Student-in-front-of-Wabash-windows-overlooking-lake.jpg
25,Student-in-green-Roosevel-t-shirt,Student in green Roosevelt shirt,Images/1440x720-banners/Student-in-green-Roosevel-t-shirt.jpg
26,Student-in-white-shirt-on-street,Student on street,Images/1440x720-banners/Student-in-white-shirt-on-street.jpg
27,Student-with-backpack-in-front-of-bookshelves,Student in front of bookshelves,Images/1440x720-banners/Student-with-backpack-in-front-of-bookshelves.jpg
28,Students-and-faculty-in-science-lab,Students and faculty in science lab,Images/1440x720-banners/Students-and-faculty-in-science-lab.jpg
29,Students-at-computers,Students at computers,Images/1440x720-banners/Students-at-computers.jpg
30,Students-in-Africa,Students in Africa,Images/1440x720-banners/Students-in-Africa.jpg
31,Students-in-auditorium-clapping,Students in auditorium clapping,Images/1440x720-banners/Students-in-auditorium-clapping.jpg
32,Students-in-RU-t-shirts-smiling,Admission Apply Page Header,Images/1440x720-banners/Students-in-RU-t-shirts-smiling.jpg
33,Two-students-in-green-RU-t-shirts-simling,Two students in green RU t shirts simling,Images/1440x720-banners/Two-students-in-green-RU-t-shirts-simling.jpg
34,Undergrad-student-raising-hand-for-a-question,Undergrad student raising hand for a question,Images/1440x720-banners/Undergrad-student-raising-hand-for-a-question.jpg
35,Young-Artists,Performing arts students at an event,Images/1440x720-banners/Young-Artists.jpg
36,010_enr_CollegeOfBusinessInquiryCampaign_HeroImage_Victoria_1440x900__0418,College of Business Graduate Programs,Images/1440x900-heroes-testimonials-stories-generalpage/010_enr_CollegeOfBusinessInquiryCampaign_HeroImage_Victoria_1440x900__0418.jpg
37,016_enr_TransferCampaign_Summer2018_HeroImage_Lydia_1440x900,Who Are We? We RU. Transfer to Roosevelt.,Images/1440x900-heroes-testimonials-stories-generalpage/016_enr_TransferCampaign_Summer2018_HeroImage_Lydia_1440x900.jpg
38,2017-18-cccf-fellows,2017-18 CCCF Fellows,Images/1440x900-heroes-testimonials-stories-generalpage/2017-18-cccf-fellows.jpg
39,A-circle-discussion-in-Emily-Wilkies-BA-13-homeroom,"A circle discussion in Emily Wilkie's (BA, ’13) homeroom",Images/1440x900-heroes-testimonials-stories-generalpage/A-circle-discussion-in-Emily-Wilkies-BA-13-homeroom.jpg
40,Abel-Amezcua-Roosevelt-admission-counselor-speaks-Spanish-works-with-undocumented-students,"Abel Amezcua, a Roosevelt admission counselor who speaks Spanish and frequently works with prospective undocumented students and their parents",Images/1440x900-heroes-testimonials-stories-generalpage/Abel-Amezcua-Roosevelt-admission-counselor-speaks-Spanish-works-with-undocumented-students.jpg
41,actuarial-classroom,Actuarial science classroom,Images/1440x900-heroes-testimonials-stories-generalpage/actuarial-classroom.jpg
42,ADC_01 American Dream Conference MediaAlertImages_Fall 17,American Dream conference panel,Images/1440x900-heroes-testimonials-stories-generalpage/ADC_01 American Dream Conference MediaAlertImages_Fall 17.jpg
43,ADC_01 American Dream Conference MediaAlertImages_Fall 172,Danielle Allen,Images/1440x900-heroes-testimonials-stories-generalpage/ADC_01 American Dream Conference MediaAlertImages_Fall 172.jpg
44,ADC_01 American Dream Conference MediaAlertImages_Fall 174 (1),David Axelrod and William Kristol,Images/1440x900-heroes-testimonials-stories-generalpage/ADC_01 American Dream Conference MediaAlertImages_Fall 174 (1).jpg
45,ADC_01 AmericanDreamMedia Alert_Fall 17,Aziz Huq and Maria Blanco,Images/1440x900-heroes-testimonials-stories-generalpage/ADC_01 AmericanDreamMedia Alert_Fall 17.jpg
46,ADC-Hero,The American Dream Reconsidered Conference,Images/1440x900-heroes-testimonials-stories-generalpage/ADC-Hero.jpg
47,adm_162-Harper-University-Center_Fall-17---huc---hero,Harper University Center,Images/1440x900-heroes-testimonials-stories-generalpage/adm_162-Harper-University-Center_Fall-17---huc---hero.jpg
48,admissionWabashHeroUp,Looking up on Wabash Avenue,Images/1440x900-heroes-testimonials-stories-generalpage/admissionWabashHeroUp.jpg
49,Adult-student-Adult-opportunities-Web-Academics,Adult student - Adult opportunities - Web Academics,Images/1440x900-heroes-testimonials-stories-generalpage/Adult-student-Adult-opportunities-Web-Academics.jpg
50,adv_27-Giving-Tuesday-hero-image_Fall17,President Ali gives to student scholarships because he believes in the American Dream,Images/1440x900-heroes-testimonials-stories-generalpage/adv_27-Giving-Tuesday-hero-image_Fall17.jpg
51,akahaleh-article,Abby Kahaleh,Images/1440x900-heroes-testimonials-stories-generalpage/akahaleh-article.jpg
52,Al-Golin-Fellows-spring-2020,Al Golin Fellows for the spring 2020 semester,Images/1440x900-heroes-testimonials-stories-generalpage/Al-Golin-Fellows-spring-2020.png
53,Alex-Furin,Alex Furin,Images/1440x900-heroes-testimonials-stories-generalpage/Alex-Furin.jpg
54,Ali-Malekzadeh,Ali Malekzadeh,Images/1440x900-heroes-testimonials-stories-generalpage/Ali-Malekzadeh.jpg
55,ali-mid-front-arms-crossed-wabash-windows,Ali Malekzadeh,Images/1440x900-heroes-testimonials-stories-generalpage/ali-mid-front-arms-crossed-wabash-windows.jpg
56,ali-mid-in-front-of-RU-timeline,Ali Malekzadeh,Images/1440x900-heroes-testimonials-stories-generalpage/ali-mid-in-front-of-RU-timeline.jpg
57,Alonti_Catering_Kitchen_web,Alonti Catering Kitchen staff deliver free meals to health care workers,Images/1440x900-heroes-testimonials-stories-generalpage/Alonti_Catering_Kitchen_web.jpg
58,Alum-Annie-Warshaw,Roosevelt alum and gender justice professor Annie Warshaw,Images/1440x900-heroes-testimonials-stories-generalpage/Alum-Annie-Warshaw.jpg
59,Alum-Hans-Zigmund,Roosevelt alum Hans Zigmund,Images/1440x900-heroes-testimonials-stories-generalpage/Alum-Hans-Zigmund.jpeg
60,Alum-Michael-Storey,Roosevelt alum Michael Storey holding a 3D printed face-shield visor,Images/1440x900-heroes-testimonials-stories-generalpage/Alum-Michael-Storey.jpg
61,Alum-Mitch-Weakley,"Roosevelt alum Mitch Weakley, a graduate from the music composition program",Images/1440x900-heroes-testimonials-stories-generalpage/Alum-Mitch-Weakley.jpg
62,Alum-Ricardo-Torres,Master's in journalism graduate Ricardo Torres,Images/1440x900-heroes-testimonials-stories-generalpage/Alum-Ricardo-Torres.jpg
63,Alum-Richard-Bryant,"Roosevelt alum Richard Bryant (back row, third from right) in the cast of a production of Jab Molassie at the University of Trinidad and Tobago.",Images/1440x900-heroes-testimonials-stories-generalpage/Alum-Richard-Bryant.jpg
64,Alum-Spotlight-Jenine-Wehbeh,Alumna Jenine Wehbeh in a televised Zoom interview with WGN Chicago,Images/1440x900-heroes-testimonials-stories-generalpage/Alum-Spotlight-Jenine-Wehbeh.jpg
65,Alum-Spotlight-Pooja-Shah,"Robert Morris alum and ER nurse Pooja Shah, wearing scrubs",Images/1440x900-heroes-testimonials-stories-generalpage/Alum-Spotlight-Pooja-Shah.jpg
66,alumni-business-msaf-conversation-tim-mulhullond,"Tim Mulholland, MSAF '18",Images/1440x900-heroes-testimonials-stories-generalpage/alumni-business-msaf-conversation-tim-mulhullond.jpg
67,alumni-COE-DLTL-portrait-jessica-fong,"Jessica Fong, MA DLTL, ’18",Images/1440x900-heroes-testimonials-stories-generalpage/alumni-COE-DLTL-portrait-jessica-fong.jpg
68,Alumni-Newsletter-Web-Header,Student in Library,Images/1440x900-heroes-testimonials-stories-generalpage/Alumni-Newsletter-Web-Header.jpg
69,AlumniGiving,Alumni and Giving,Images/1440x900-heroes-testimonials-stories-generalpage/AlumniGiving.jpg
70,Alumnus-Leo-Solarte,Alumnus Leo Solarte,Images/1440x900-heroes-testimonials-stories-generalpage/Alumnus-Leo-Solarte.jpg
71,american_dream_conference_axelrod_1440x900,David Axelrod,Images/1440x900-heroes-testimonials-stories-generalpage/american_dream_conference_axelrod_1440x900.jpg
72,amy-harris,"Amy Harris, BMO Harris Bank",Images/1440x900-heroes-testimonials-stories-generalpage/amy-harris.jpg
73,ana-dutra-business-mentorship-event,Ana Dutra,Images/1440x900-heroes-testimonials-stories-generalpage/ana-dutra-business-mentorship-event.jpg
74,Anastasiya-Ganzenko,Anastasiya Ganzenko,Images/1440x900-heroes-testimonials-stories-generalpage/Anastasiya-Ganzenko.jpg
75,andrea-monica-munoz,Andrea and Monica Munoz,Images/1440x900-heroes-testimonials-stories-generalpage/andrea-monica-munoz.jpg
76,Andrew-Eggert-pic,Andrew Eggert,Images/1440x900-heroes-testimonials-stories-generalpage/Andrew-Eggert-pic.jpg
77,Angelica-Marrufo,Angelica Marrufo,Images/1440x900-heroes-testimonials-stories-generalpage/Angelica-Marrufo.jpg
78,Anna-Gregory,Anna Gregory,Images/1440x900-heroes-testimonials-stories-generalpage/Anna-Gregory.jpg
79,Anthony-Ciccotelli,Anthony Ciccotelli,Images/1440x900-heroes-testimonials-stories-generalpage/Anthony-Ciccotelli.jpg
80,Anthony-Ivy,Anthony Ivy,Images/1440x900-heroes-testimonials-stories-generalpage/Anthony-Ivy.jpg
81,Archy-Jamjun,Archy Jamjun,Images/1440x900-heroes-testimonials-stories-generalpage/Archy-Jamjun.jpg
82,Ariana-Pozos_web,Roosevelt University student and Fulbright award winner Ariana Pozos,Images/1440x900-heroes-testimonials-stories-generalpage/Ariana-Pozos_web.jpg
83,Asghar-Sabbaghi-Bill-Clinton,"Asghar Sabbaghi, Bill Clinton, Clinton Global Initiative",Images/1440x900-heroes-testimonials-stories-generalpage/Asghar-Sabbaghi-Bill-Clinton.jpg
84,asghar-sabbaghi,Asghar Sabbaghi,Images/1440x900-heroes-testimonials-stories-generalpage/asghar-sabbaghi.jpg
85,ashley-pollock,Ashley Pollock,Images/1440x900-heroes-testimonials-stories-generalpage/ashley-pollock.jpg
86,Assistant-Professor-of-Criminal-Justice-Edward-Green-Cook-County-Circuit-Court-Judge-Colleen-Sheehan,Roosevelt Assistant Professor of Criminal Justice Edward Green and Cook County Circuit Court Judge Colleen Sheehan.,Images/1440x900-heroes-testimonials-stories-generalpage/Assistant-Professor-of-Criminal-Justice-Edward-Green-Cook-County-Circuit-Court-Judge-Colleen-Sheehan.jpg
87,AUD-interior-stairwell,Interior stairwell in the Auditorium Building,Images/1440x900-heroes-testimonials-stories-generalpage/AUD-interior-stairwell.jpg
88,Auditorium-Theatre-from-stage-during-commencement,Auditorium Theatre from stage during commencement,Images/1440x900-heroes-testimonials-stories-generalpage/Auditorium-Theatre-from-stage-during-commencement.jpg
89,audraWilson,"Audra Wilson, Public Interest Lawyer",Images/1440x900-heroes-testimonials-stories-generalpage/audraWilson.jpg
90,ballet-dance-students-laughing-in-studio,ballet dance students laughing in studio,Images/1440x900-heroes-testimonials-stories-generalpage/ballet-dance-students-laughing-in-studio.jpg
91,ballet-dance-students-laughing-in-studio,ballet dance students laughing in studio,Images/1440x900-heroes-testimonials-stories-generalpage/ballet-dance-students-laughing-in-studio.jpg
92,Ben-Sher,Ben Sher,Images/1440x900-heroes-testimonials-stories-generalpage/Ben-Sher.jpg
93,Bets-headphones-Apple-Watch-iPad-registration-drawing-prizes,Bets headphones/Apple Watch/iPad - registration drawing prizes,Images/1440x900-heroes-testimonials-stories-generalpage/Bets-headphones-Apple-Watch-iPad-registration-drawing-prizes.jpg
94,Bike-riders-downtown-Living-in-Chicago-Student-Experience,Bike riders downtown - Living in Chicago - Student Experience,Images/1440x900-heroes-testimonials-stories-generalpage/Bike-riders-downtown-Living-in-Chicago-Student-Experience.jpg
95,black-male-leadership-academy-participants,participants in the Black Male Leadership Academy,Images/1440x900-heroes-testimonials-stories-generalpage/black-male-leadership-academy-participants.jpg
96,Black-Power-mural-raised-fist,Black Power mural - raised fist,Images/1440x900-heroes-testimonials-stories-generalpage/Black-Power-mural-raised-fist.jpg
97,Blanche-Manning,Blanche Manning,Images/1440x900-heroes-testimonials-stories-generalpage/Blanche-Manning.jpg
98,blaze_radio_award_1440_900,Members of The Blaze (Student Radio Station),Images/1440x900-heroes-testimonials-stories-generalpage/blaze_radio_award_1440_900.jpg
99,blogging,laptop-blogging,Images/1440x900-heroes-testimonials-stories-generalpage/blogging.jpg
100,Botany-2,Student lab experiment from Dr. Emily Dangremond's botany class,Images/1440x900-heroes-testimonials-stories-generalpage/Botany-2.jpg
101,brandon-rohlwing,Brandon Rohlwing (BA '16),Images/1440x900-heroes-testimonials-stories-generalpage/brandon-rohlwing.jpg
102,brianShepard-news,Brian Shepard,Images/1440x900-heroes-testimonials-stories-generalpage/brianShepard-news.jpg
103,Bridge-in-downtown-over-Chicago-river,Bridge in downtown over Chicago river,Images/1440x900-heroes-testimonials-stories-generalpage/Bridge-in-downtown-over-Chicago-river.jpg
104,brittney-austin-sean-hussey-freeman-awards,Brittney Austin and Sean Hussey receive the 2018 Matthew Freeman Award,Images/1440x900-heroes-testimonials-stories-generalpage/brittney-austin-sean-hussey-freeman-awards.jpg
105,brooke-lee-softball,Brooke Lee,Images/1440x900-heroes-testimonials-stories-generalpage/brooke-lee-softball.jpg
106,brooke-lee-volleyball,Brooke Lee,Images/1440x900-heroes-testimonials-stories-generalpage/brooke-lee-volleyball.jpg
107,building-statue-anne-frank-house,"An historic home in Amsterdam where Anne Frank and her family hid from the Nazis today is a museum, and will be one of the sites visited in May by Roosevelt students taking a World War II history class.",Images/1440x900-heroes-testimonials-stories-generalpage/building-statue-anne-frank-house.jpg
108,BusinessMentors-2017-01,"Heather Alger , Jean Boisson, Guadalupe Cotto, Amylee Harris",Images/1440x900-heroes-testimonials-stories-generalpage/BusinessMentors-2017-01.jpg
109,BusinessMentors-2017-02,"Tricia Kelly, Dawn Romei, David Rubin, Tracy Crice-Watts",Images/1440x900-heroes-testimonials-stories-generalpage/BusinessMentors-2017-02.jpg
110,BusinessMentors-2017-03,"Sherri So, Patricia Yancy",Images/1440x900-heroes-testimonials-stories-generalpage/BusinessMentors-2017-03.jpg
111,BusinessStudents-2017-01,"Rita Avdiu, Bridget Cascio, Lisa Hess, Valentine Hodos",Images/1440x900-heroes-testimonials-stories-generalpage/BusinessStudents-2017-01.jpg
112,BusinessStudents-2017-02,"Patrycia Kobeszko, Edgar Leon, Brenda Munoz, Jake Myers",Images/1440x900-heroes-testimonials-stories-generalpage/BusinessStudents-2017-02.jpg
113,BusinessStudents-2017-03,"Roshni Patel, Krishma Sharma",Images/1440x900-heroes-testimonials-stories-generalpage/BusinessStudents-2017-03.jpg
114,Bust-of-Montesquieu,Bust of Montesquieu,Images/1440x900-heroes-testimonials-stories-generalpage/Bust-of-Montesquieu.jpg
115,CAE-Cyber-Ceremony,Cyber Security Ceremony,Images/1440x900-heroes-testimonials-stories-generalpage/CAE-Cyber-Ceremony.jpg
116,campaign-apply-now,Apply Now,Images/1440x900-heroes-testimonials-stories-generalpage/campaign-apply-now.jpg
117,cara-brock-abby-kahaleh,Cara Brock (left) and Abby Kahaleh,Images/1440x900-heroes-testimonials-stories-generalpage/cara-brock-abby-kahaleh.jpg
118,cara-brock,Cara Brock,Images/1440x900-heroes-testimonials-stories-generalpage/cara-brock.png
119,Career-Fair-1440x900,Student exchanges business card with employer at career fair,Images/1440x900-heroes-testimonials-stories-generalpage/Career-Fair-1440x900.jpg
120,carla-hayden-at-desk,"Carla Hayden, Librarian of Congress and Roosevelt alumna",Images/1440x900-heroes-testimonials-stories-generalpage/carla-hayden-at-desk.jpg
121,Carolyn-Wiley-real-world-Experience,Carolyn Wiley - real world Experience,Images/1440x900-heroes-testimonials-stories-generalpage/Carolyn-Wiley-real-world-Experience.jpg
122,CAS-Class-of-2020,"From top left, clockwise: Viviana Jimenez, Riley Landenberger, Earnest Bickerstaff, Eric Thompson, Kris Rakestraw, Caitlyn Santiago",Images/1440x900-heroes-testimonials-stories-generalpage/CAS-Class-of-2020.jpg
123,CASSAC-graduates,CASSAC graduates,Images/1440x900-heroes-testimonials-stories-generalpage/CASSAC-graduates.jpg
124,CASSAC-Group-Photo,CASSAC members photo,Images/1440x900-heroes-testimonials-stories-generalpage/CASSAC-Group-Photo.jpg
125,cccf-donation,donation check from CCCF,Images/1440x900-heroes-testimonials-stories-generalpage/cccf-donation.jpg
126,CCCF-Induction-17-18,CCCF Fellows for 2017-18,Images/1440x900-heroes-testimonials-stories-generalpage/CCCF-Induction-17-18.jpg
127,CCCF-William-Strauss,William Strauss,Images/1440x900-heroes-testimonials-stories-generalpage/CCCF-William-Strauss.jpg
128,ccpa_31-Vivid-Spring17-Landing-Page,Vivid 2018,Images/1440x900-heroes-testimonials-stories-generalpage/ccpa_31-Vivid-Spring17-Landing-Page.jpg
129,CCPA-Class-of-2020,"Clockwise from top left: Megan Grosso, Claire Barber, Justine Teo Jing Xin, Peter Merikoski, Changqing Shi, James Carl Lagman Osorio",Images/1440x900-heroes-testimonials-stories-generalpage/CCPA-Class-of-2020.jpg
130,ccpa150-1440x900,Orchestra performance in Ganz Hall,Images/1440x900-heroes-testimonials-stories-generalpage/ccpa150-1440x900.jpg
131,Celebrating-graduate-with-hand-raised,Celebrating graduate,Images/1440x900-heroes-testimonials-stories-generalpage/Celebrating-graduate-with-hand-raised.jpg
132,Charles-Hamilton,Charles Hamilton,Images/1440x900-heroes-testimonials-stories-generalpage/Charles-Hamilton.jpg
133,Charles-J-Smith,Charles J. Smith,Images/1440x900-heroes-testimonials-stories-generalpage/Charles-J-Smith.jpg
134,chelsey-crippen-volleyball,Chelsey Crippen,Images/1440x900-heroes-testimonials-stories-generalpage/chelsey-crippen-volleyball.jpg
135,Chicago-cityscape-at-sunset-from-Buckingham-fountain,Chicago cityscape at sunset from Buckingham fountain,Images/1440x900-heroes-testimonials-stories-generalpage/Chicago-cityscape-at-sunset-from-Buckingham-fountain.jpg
136,Chris-Olsen-alumni-profile,"Roosevelt alum Chris Olsen, middle school civics engagement specialist",Images/1440x900-heroes-testimonials-stories-generalpage/Chris-Olsen-alumni-profile.jpg
137,christian-tebordo,Christian TeBordo,Images/1440x900-heroes-testimonials-stories-generalpage/christian-tebordo.jpg
138,Cityscape-from-the-lake-at-sunset,Cityscape from the lake at sunset,Images/1440x900-heroes-testimonials-stories-generalpage/Cityscape-from-the-lake-at-sunset.jpg
139,Class-in-the-Wabash-Building,Class in the Wabash Building,Images/1440x900-heroes-testimonials-stories-generalpage/Class-in-the-Wabash-Building.jpg
140,Class-of-2020-HCB,"Heller College of Business Class of 2020 graduates: Bennett Fuzak, Portia Daniels, Lilian Yool, Irene Papierek",Images/1440x900-heroes-testimonials-stories-generalpage/Class-of-2020-HCB.jpg
141,Class-of-2020-RMEC,"Robert Morris Experiential College profiles: Jordan Sutton, Nicole Monaco, Rahamanh Katumbusi II",Images/1440x900-heroes-testimonials-stories-generalpage/Class-of-2020-RMEC.jpg
142,Classroom_GroupofStudents,classroom-group-of-students,Images/1440x900-heroes-testimonials-stories-generalpage/Classroom_GroupofStudents.jpg
143,classroom-lecturer-students,Lecturer in front of classroom full of students,Images/1440x900-heroes-testimonials-stories-generalpage/classroom-lecturer-students.jpg
144,Claudia-Muldoon-and-Tomasz-Jurga,Claudia Muldoon (left) and Dr. Tomasz Jurga (right) holding respective awards,Images/1440x900-heroes-testimonials-stories-generalpage/Claudia-Muldoon-and-Tomasz-Jurga.jpg
145,Clinton Global Initiative 2018,Clinton Global Initiative 2018,Images/1440x900-heroes-testimonials-stories-generalpage/Clinton Global Initiative 2018.jpg
146,COE-Class-of-2020,"College of Education 2020 graduates: Destini Arceo, Katelyn Jaffe, Nicole Frantik, Michael Fleming, Gina Narcisi",Images/1440x900-heroes-testimonials-stories-generalpage/COE-Class-of-2020.jpg
147,Collage-of-black-Roosevelt-alumni-Black-History-Month,Collage of black Roosevelt alumni- Black History Month,Images/1440x900-heroes-testimonials-stories-generalpage/Collage-of-black-Roosevelt-alumni-Black-History-Month.jpg
148,colleen-connell,Colleen Connell,Images/1440x900-heroes-testimonials-stories-generalpage/colleen-connell.jpg
149,Collete-English-Dixon,Collete English Dixon,Images/1440x900-heroes-testimonials-stories-generalpage/Collete-English-Dixon.jpg
150,Commencement,Two graduates in caps and gowns file into the Auditorium Theatre for Commencement.,Images/1440x900-heroes-testimonials-stories-generalpage/Commencement.jpg
151,computer-code,lines of computer code,Images/1440x900-heroes-testimonials-stories-generalpage/computer-code.jpg
152,Cook-County-Circuit-Court-Administrator-Michelle-Day-Judge-Colleen-Sheehan-and-Nancy-Michaels,"Restorative justice court planners include Cook County Circuit Court Administrator Michelle Day, Judge Colleen Sheehan and Roosevelt’s Nancy Michaels.",Images/1440x900-heroes-testimonials-stories-generalpage/Cook-County-Circuit-Court-Administrator-Michelle-Day-Judge-Colleen-Sheehan-and-Nancy-Michaels.jpg
153,COP-Class-of-2020,"College of Pharmacy 2020 graduates: Mateusz Worwa, Liza Kenny, Nathaniel Johnson, Victor Santizo",Images/1440x900-heroes-testimonials-stories-generalpage/COP-Class-of-2020.jpg
154,Court-planning-sessions-include-circle-discussions,Court planning sessions include circle discussions.,Images/1440x900-heroes-testimonials-stories-generalpage/Court-planning-sessions-include-circle-discussions.jpg
155,crisp-event-photo,"Roosevelt Students Joshua Torres, James Crigler, Julia Buczek, Robert Hennecy, and Ian Mayster",Images/1440x900-heroes-testimonials-stories-generalpage/crisp-event-photo.jpg
156,CRISP-student-conference,"Kyler Gillespie, Ella Barker and Cicero Brooks at the National Association of Mutual Insurance Companies",Images/1440x900-heroes-testimonials-stories-generalpage/CRISP-student-conference.jpg
157,cyber-threat-monitors,Cyber center real-time news monitors.,Images/1440x900-heroes-testimonials-stories-generalpage/cyber-threat-monitors.jpg
158,cyberz-club-members,Cyberz club members at the National Cyber League 2017 cyber defense competition.,Images/1440x900-heroes-testimonials-stories-generalpage/cyberz-club-members.jpg
159,Dalal-El-Barbarawi,Dalal El-Barbarawi,Images/1440x900-heroes-testimonials-stories-generalpage/Dalal-El-Barbarawi.jpg
160,damian-basketball-emily-tennis-zalewski,Damian and Emily Zalewski,Images/1440x900-heroes-testimonials-stories-generalpage/damian-basketball-emily-tennis-zalewski.jpg
161,Damon-Gilepsie-1440x900,Promotional Image for NBC's Rise: Damon Gillepsie,Images/1440x900-heroes-testimonials-stories-generalpage/Damon-Gilepsie-1440x900.jpg
162,Dan-Flave-Novak-PsyD-2016,Dan Flave-Novak PsyD '16,Images/1440x900-heroes-testimonials-stories-generalpage/Dan-Flave-Novak-PsyD-2016.jpg
163,dan-schuette,"Daniel J. Schuette, PNC Bank",Images/1440x900-heroes-testimonials-stories-generalpage/dan-schuette.jpg
164,Daniela-Lasakova,Daniela Lasakova,Images/1440x900-heroes-testimonials-stories-generalpage/Daniela-Lasakova.jpg
165,Daron-Hagen,Daron Hagen at Orson Rehearsed,Images/1440x900-heroes-testimonials-stories-generalpage/Daron-Hagen.jpg
166,david-corris,David Corris,Images/1440x900-heroes-testimonials-stories-generalpage/david-corris.jpg
167,david-faris-signing-book,David Faris signing his book,Images/1440x900-heroes-testimonials-stories-generalpage/david-faris-signing-book.jpg
168,David-Faris-The-Kids-Are-All-Left,David Faris discussing his book The Kids Are All Left on Good Day Chicago.,Images/1440x900-heroes-testimonials-stories-generalpage/David-Faris-The-Kids-Are-All-Left.jpg
169,David-Faris,David Faris,Images/1440x900-heroes-testimonials-stories-generalpage/David-Faris.jpg
170,Dedication-plaque-Inclusion,Dedication plaque - Inclusion,Images/1440x900-heroes-testimonials-stories-generalpage/Dedication-plaque-Inclusion.jpg
171,Delta Mu Delta_050519,"DMD Inductees May 5, 2019",Images/1440x900-heroes-testimonials-stories-generalpage/Delta Mu Delta_050519.jpg
172,Delta-Mu-Delta-2017,Delta Mu Delta,Images/1440x900-heroes-testimonials-stories-generalpage/Delta-Mu-Delta-2017.jpg
173,Dempsey-Travis,Dempsey Travis,Images/1440x900-heroes-testimonials-stories-generalpage/Dempsey-Travis.jpg
174,Denise-Plotzker-infographics,Denise Plotzker,Images/1440x900-heroes-testimonials-stories-generalpage/Denise-Plotzker-infographics.jpg
175,Desire-Bernard,Desire Bernard,Images/1440x900-heroes-testimonials-stories-generalpage/Desire-Bernard.jpg
176,Dev-Placeholder-Roosevelt-Flag,Dev Placeholder - Roosevelt Flag,Images/1440x900-heroes-testimonials-stories-generalpage/Dev-Placeholder-Roosevelt-Flag.jpg
177,dick-durbin-1440x900,Dick Durbin at news conference,Images/1440x900-heroes-testimonials-stories-generalpage/dick-durbin-1440x900.jpg
178,Divya-Jain,Divya Jain,Images/1440x900-heroes-testimonials-stories-generalpage/Divya-Jain.png
179,Dorian-Cunningham,Dorian Cunningham,Images/1440x900-heroes-testimonials-stories-generalpage/Dorian-Cunningham.jpg
180,Dorri McWhorter YWCA Chicago,Dorri McWhorter YWCA Chicago,Images/1440x900-heroes-testimonials-stories-generalpage/Dorri McWhorter YWCA Chicago.jpg
181,Drake-teaching,St. Clair Drake teaches an early class of Roosevelt students,Images/1440x900-heroes-testimonials-stories-generalpage/Drake-teaching.jpg
182,dual-language-grads,Dual Language Graduate Students,Images/1440x900-heroes-testimonials-stories-generalpage/dual-language-grads.jpg
