id,name,alt,path
1630,gage-loft7-presentation,"Gage Loft on 7, set up for presentation",Images/GALLERIES/ConferenceEvents/gage-loft7-presentation.jpg
1631,gage-loft7-reception,"Gage Loft on 7, reception area",Images/GALLERIES/ConferenceEvents/gage-loft7-reception.jpg
1632,Goodman-Center-Gallery1,"Goodman Center, set up for large lecture",Images/GALLERIES/ConferenceEvents/Goodman-Center-Gallery1.jpg
1633,goodman-exhibit-hall,"Goodman Center, exhibit hall setup",Images/GALLERIES/ConferenceEvents/goodman-exhibit-hall.jpg
1634,goodman-field-house,Goodman Center field house,Images/GALLERIES/ConferenceEvents/goodman-field-house.jpg
1635,goodman-presentation,"Goodman Center, presentation setup",Images/GALLERIES/ConferenceEvents/goodman-presentation.jpg
1636,lodging-prime-location,Wabash Building stays offer guests prime location and amenities,Images/GALLERIES/ConferenceEvents/lodging-prime-location.jpg
1637,lodging-suites,Shared and private suites are available,Images/GALLERIES/ConferenceEvents/lodging-suites.jpg
1638,SCH-Classroom,Classroom,Images/GALLERIES/ConferenceEvents/SCH-Classroom.JPG
1639,SCH-Courtyard,Private courtyards with native plants bring a touch of nature to Schaumburg campus events.,Images/GALLERIES/ConferenceEvents/SCH-Courtyard.JPG
1640,SCH-LichtCenter,Licht Center,Images/GALLERIES/ConferenceEvents/SCH-LichtCenter.jpg
1641,SCH-rotunda,The open rotunda welcomes guests to our Schaumburg campus,Images/GALLERIES/ConferenceEvents/SCH-rotunda.jpg
1642,SCH-the-hub,"The Hub is a flexible space for lectures, receptions, and planning retreats",Images/GALLERIES/ConferenceEvents/SCH-the-hub.jpg
1643,SCH-TheHub,The Hub,Images/GALLERIES/ConferenceEvents/SCH-TheHub.JPG
1644,SCH-ZurichAlumni-hall,Zurich-Alumni Hall accommodates over 120 guests for seated receptions.,Images/GALLERIES/ConferenceEvents/SCH-ZurichAlumni-hall.jpg
1645,schaumburg-tucker-boardroom,Tucker Boardroom: private space for focused meetings,Images/GALLERIES/ConferenceEvents/schaumburg-tucker-boardroom.jpg
1646,schaumburg-zurich-alumni-presentation,"Zurich-Alumni Hall, seated presentation",Images/GALLERIES/ConferenceEvents/schaumburg-zurich-alumni-presentation.jpg
1647,wabash-4th-floor,Wabash 4th-Floor Registration Space,Images/GALLERIES/ConferenceEvents/wabash-4th-floor.jpg
1648,Wabash-MeetingRm,"Tiered stadium-style rooms, open floor plans, and more—high above the Loop and lake",Images/GALLERIES/ConferenceEvents/Wabash-MeetingRm.jpg
1649,Wabash-Multifunction-Gallery,"Wabash Multifunction Room, set for elegant seated meal.",Images/GALLERIES/ConferenceEvents/Wabash-Multifunction-Gallery.jpg
1650,Wabash-Multifunction-Gallery2,"Wabash Multifunction Room, set for lecture presentation.",Images/GALLERIES/ConferenceEvents/Wabash-Multifunction-Gallery2.jpg
1651,wabash-seated-reception,Seated Receiption in Wabash Building,Images/GALLERIES/ConferenceEvents/wabash-seated-reception.jpg
1652,jim-radous,Jim Radous,Images/GALLERIES/hcb-boards/jim-radous.png
1653,Robert-Van-Brugge,,Images/GALLERIES/hcb-boards/Robert-Van-Brugge.png
1654,1,Dev Placeholder,Images/GALLERIES/home/large/1.jpg
1655,10,Dev Placeholder,Images/GALLERIES/home/large/10.jpg
1656,11,Dev Placeholder,Images/GALLERIES/home/large/11.jpg
1657,12,Dev Placeholder,Images/GALLERIES/home/large/12.jpg
1658,13,Dev Placeholder,Images/GALLERIES/home/large/13.jpg
1659,2,Dev Placeholder,Images/GALLERIES/home/large/2.jpg
1660,3,Dev Placeholder,Images/GALLERIES/home/large/3.jpg
1661,4,Dev Placeholder,Images/GALLERIES/home/large/4.jpg
1662,5,Dev Placeholder,Images/GALLERIES/home/large/5.jpg
1663,6,Dev Placeholder,Images/GALLERIES/home/large/6.jpg
1664,7,Dev Placeholder,Images/GALLERIES/home/large/7.jpg
1665,8,Dev Placeholder,Images/GALLERIES/home/large/8.jpg
1666,9,Dev Placeholder,Images/GALLERIES/home/large/9.jpg
1667,1,Dev Placeholder,Images/GALLERIES/home/thumb/1.jpg
1668,10,Dev Placeholder,Images/GALLERIES/home/thumb/10.jpg
1669,11,Dev Placeholder,Images/GALLERIES/home/thumb/11.jpg
1670,12,Dev Placeholder,Images/GALLERIES/home/thumb/12.jpg
1671,13,Dev Placeholder,Images/GALLERIES/home/thumb/13.jpg
1672,2,Dev Placeholder,Images/GALLERIES/home/thumb/2.jpg
1673,3,Dev Placeholder,Images/GALLERIES/home/thumb/3.jpg
1674,4,Dev Placeholder,Images/GALLERIES/home/thumb/4.jpg
1675,5,Dev Placeholder,Images/GALLERIES/home/thumb/5.jpg
1676,6,Dev Placeholder,Images/GALLERIES/home/thumb/6.jpg
1677,7,Dev Placeholder,Images/GALLERIES/home/thumb/7.jpg
1678,8,Dev Placeholder,Images/GALLERIES/home/thumb/8.jpg
1679,9,Dev Placeholder,Images/GALLERIES/home/thumb/9.jpg
1680,MLK-program,"Ad for the 1957 dinner where Martin Luther King, Jr. was presented with the Roosevelt University Founders and Friends Award.",Images/GALLERIES/MLK-program.jpg
1681,MLK-telegram-to-RU,"Telegram from Martin Luther King, Jr. to Roosevelt University confirming his acceptance of the award.",Images/GALLERIES/MLK-telegram-to-RU.jpg
1682,abbott-exterior,"Abbott, Exterior (June 1957, CHA Archive)",Images/GALLERIES/New Deal/abbott-exterior.jpg
1683,britton,"Edgar Britton, “Scenes of Industry” panel (1934), Highland Park High School, Highland Park, Illinois",Images/GALLERIES/New Deal/britton.jpg
1684,building-in-blighted-area-2,"Building in blighted area, c. 1930s, CHA Archive",Images/GALLERIES/New Deal/building-in-blighted-area-2.jpg
1685,building-in-blighted-area,"Building in blighted area, c. 1930s, CHA Archive",Images/GALLERIES/New Deal/building-in-blighted-area.jpg
1686,cabrini-slum-dwelling-sites,"Cabrini Slum Dwelling Sites 1940s, CHA Archives",Images/GALLERIES/New Deal/cabrini-slum-dwelling-sites.jpg
1687,chicago-1930s,Chicago in the 1930's,Images/GALLERIES/New Deal/chicago-1930s.jpg
1688,city-life,"Victor Arnautoff, “City Life,” (1934), Coit Tower, San Francisco, California",Images/GALLERIES/New Deal/city-life.jpg
1689,dilapidated-slum-washroom,"Dilapidated slum washroom, 1930s, CHA Archive",Images/GALLERIES/New Deal/dilapidated-slum-washroom.jpg
1690,durston,"Arthur Durston, “Industry,” (1934)",Images/GALLERIES/New Deal/durston.jpg
1691,lathrop-landscape,"Lathrop, Landscape (August 13, 1938, CHA Archive)",Images/GALLERIES/New Deal/lathrop-landscape.jpg
1692,lawndale-architecture-sketch,"Lawndale Architecture Sketch (1942, CHA Archive)",Images/GALLERIES/New Deal/lawndale-architecture-sketch.jpg
1693,lawndale,"Lawndale (June, 1951, CHA Archive)",Images/GALLERIES/New Deal/lawndale.jpg
1694,muralists,"Muralists at work, Lane Tech High School, Chicago, Illinois",Images/GALLERIES/New Deal/muralists.jpg
1695,southside-chicago-tenement-housing,"Southside Chicago tenement housing, c. 1930s, CHA Archive",Images/GALLERIES/New Deal/southside-chicago-tenement-housing.jpg
1696,stateway-gardens-building-sketch,"Stateway Gardens Building Sketch (1956, CHA Archive)",Images/GALLERIES/New Deal/stateway-gardens-building-sketch.jpg
1697,wells-extension-exterior,"Wells Extension, Exterior (1954, CHA Archive)",Images/GALLERIES/New Deal/wells-extension-exterior.jpg
1698,recognitionAward-01,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-01.jpg
1699,recognitionAward-02,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-02.jpg
1700,recognitionAward-03,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-03.jpg
1701,recognitionAward-04,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-04.jpg
1702,recognitionAward-05,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-05.jpg
1703,recognitionAward-06,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-06.jpg
1704,recognitionAward-07,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-07.jpg
1705,recognitionAward-08,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-08.jpg
1706,recognitionAward-09,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-09.jpg
1707,recognitionAward-10,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-10.jpg
1708,recognitionAward-11,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-11.jpg
1709,recognitionAward-12,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-12.jpg
1710,recognitionAward-13,Awards Event,Images/GALLERIES/recognitionAwards/recognitionAward-13.jpg
1711,012_enr_ResLife_RoomPhoto_Bathroom,Photo of a Bathroom in the Wabash Building Residence Hall,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Bathroom.jpg
1712,012_enr_ResLife_RoomPhoto_CommonAreaEntrance,Photo of a Wabash Building Residence Hall Room Common Area,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_CommonAreaEntrance.jpg
1713,012_enr_ResLife_RoomPhoto_Double,Photo of a Wabash Building Residence Hall Double Room,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Double.jpg
1714,012_enr_ResLife_RoomPhoto_Double3,Photo of a Wabash Building Residence Hall Double Room,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Double3.jpg
1715,012_enr_ResLife_RoomPhoto_Double4,Photo of a Wabash Building Residence Hall Double Room,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Double4.jpg
1716,012_enr_ResLife_RoomPhoto_Quad,Photo of a Wabash Building Residence Hall Quad Bedroom,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Quad.jpg
1717,012_enr_ResLife_RoomPhoto_Quad2,Photo of a Wabash Building Residence Hall Quad Bedroom,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Quad2.jpg
1718,012_enr_ResLife_RoomPhoto_Quad3,Photo of a Wabash Building Residence Hall Quad Bedroom,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Quad3.jpg
1719,012_enr_ResLife_RoomPhoto_Single,Photo of a Wabash Building Residence Hall Single Bedroom,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Single.jpg
1720,012_enr_ResLife_RoomPhoto_Triple,Photo of a Wabash Building Residence Hall Triple Bedroom,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Triple.jpg
1721,012_enr_ResLife_RoomPhoto_Triple2,Photo of a Wabash Building Residence Hall Triple Bedroom,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Triple2.jpg
1722,012_enr_ResLife_RoomPhoto_Triple3,Photo,Images/GALLERIES/ResLife/012_enr_ResLife_RoomPhoto_Triple3.jpg
1723,residence-life-room-1-1440x900,Residence Room,Images/GALLERIES/ResLife/residence-life-room-1-1440x900.jpg
1724,residence-life-room-2-1440x900,Residence Room,Images/GALLERIES/ResLife/residence-life-room-2-1440x900.jpg
1725,residence-life-view-1-1440x900,Scenic View,Images/GALLERIES/ResLife/residence-life-view-1-1440x900.jpg
1726,residence-life-view-2-1440x900,Scenic View,Images/GALLERIES/ResLife/residence-life-view-2-1440x900.jpg
1727,residence-life-view-3-1440x900,Scenic View,Images/GALLERIES/ResLife/residence-life-view-3-1440x900.jpg
1728,RU_Web_ResLife_DiningCenter_1440x900,Dining Center,Images/GALLERIES/ResLife/RU_Web_ResLife_DiningCenter_1440x900.jpg
1729,RU_Web_ResLife_DiningCenter_2_1440x900,Dining Center,Images/GALLERIES/ResLife/RU_Web_ResLife_DiningCenter_2_1440x900.jpg
1730,RU_Web_ResLife_DiningCenter_3_1440x900,Dining Center,Images/GALLERIES/ResLife/RU_Web_ResLife_DiningCenter_3_1440x900.jpg
1731,RU_Web_ResLife_FitnessCenter_1440x900,Fitness Center,Images/GALLERIES/ResLife/RU_Web_ResLife_FitnessCenter_1440x900.jpg
1732,RU_Web_ResLife_FitnessCenter_2_1440x900,Fitness Center,Images/GALLERIES/ResLife/RU_Web_ResLife_FitnessCenter_2_1440x900.jpg
1733,RU_Web_ResLife_FitnessCenter_3_1440x900,Fitness Center,Images/GALLERIES/ResLife/RU_Web_ResLife_FitnessCenter_3_1440x900.jpg
1734,RU_Web_ResLife_FitnessCenter_4_1440x900,Fitness Center,Images/GALLERIES/ResLife/RU_Web_ResLife_FitnessCenter_4_1440x900.jpg
1735,university-center-4bed-1,University Center 4 bedroom apartment common area,Images/GALLERIES/ResLife/university-center-4bed-1.jpg
1736,university-center-4bed-2,University Center 4 bedroom apartment kitchen,Images/GALLERIES/ResLife/university-center-4bed-2.jpg
1737,university-center-quad-1,University Center quad semi suite bedroom,Images/GALLERIES/ResLife/university-center-quad-1.jpg
1738,university-center-quad-2,University Center quad semi suite bedroom,Images/GALLERIES/ResLife/university-center-quad-2.jpg
1739,RU_Web_VirtualTour_7thFloorClassroom_1440x900,7th Floor Classroom,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_7thFloorClassroom_1440x900.jpg
1740,RU_Web_VirtualTour_AuditoriumBuilding_1440x900,Auditorium Building,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_AuditoriumBuilding_1440x900.jpg
1741,RU_Web_VirtualTour_AuditoriumTheater_1440x900,Auditorium Theater,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_AuditoriumTheater_1440x900.jpg
1742,RU_Web_VirtualTour_Bookstore_1440x900,Bookstore,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_Bookstore_1440x900.jpg
1743,RU_Web_VirtualTour_BusinessClassroom_1440x900,Business Classroom,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_BusinessClassroom_1440x900.jpg
1744,RU_Web_VirtualTour_DanceStudio_1440x900,Dance Studio,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_DanceStudio_1440x900.jpg
1745,RU_Web_VirtualTour_DiningCenter_1440x900,Dining Center,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_DiningCenter_1440x900.jpg
1746,RU_Web_VirtualTour_DowntownCampusShot_1440x900,Roosevelt University Downtown Campus,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_DowntownCampusShot_1440x900.jpg
1747,RU_Web_VirtualTour_FaimanLounge_1440x900,Faiman Lounge,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_FaimanLounge_1440x900.jpg
1748,RU_Web_VirtualTour_FitnessCenter_1440x900,Fitness Center,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_FitnessCenter_1440x900.jpg
1749,RU_Web_VirtualTour_GanzHall_1440x900,Ganz Hall,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_GanzHall_1440x900.jpg
1750,RU_Web_VirtualTour_GoodmanCenter_1440x900,Goodman Center,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_GoodmanCenter_1440x900.jpg
1751,RU_Web_VirtualTour_GoodmanCenterFitnessCenter_1440x900,Goodman Center Fitness Center,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_GoodmanCenterFitnessCenter_1440x900.jpg
1752,RU_Web_VirtualTour_GoodmanCenterLockerRoom_1440x900,Goodman Center Locker Room,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_GoodmanCenterLockerRoom_1440x900.jpg
1753,RU_Web_VirtualTour_GoodmanCenterStaduim_1440x900,Goodman Center Basketball Court,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_GoodmanCenterStaduim_1440x900.jpg
1754,RU_Web_VirtualTour_LabClassroom_1440x900,Lab Classroom,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_LabClassroom_1440x900.jpg
1755,RU_Web_VirtualTour_LargeLectureClassroom_1440x900,Large Lecture Classroom,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_LargeLectureClassroom_1440x900.jpg
1756,RU_Web_VirtualTour_Library_1440x900,Library,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_Library_1440x900.jpg
1757,RU_Web_VirtualTour_LibraryReadingRoom_1440x900,Library Reading Room,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_LibraryReadingRoom_1440x900.jpg
1758,RU_Web_VirtualTour_Mezzanine_1440x900,Admissions Mezzanine,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_Mezzanine_1440x900.jpg
1759,RU_Web_VirtualTour_MichiganLobby_1440x900,Michigan Lobby,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_MichiganLobby_1440x900.jpg
1760,RU_Web_VirtualTour_ResHall_BathroomRoom_1440x900,Residence Hall Bathroom,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_ResHall_BathroomRoom_1440x900.jpg
1761,RU_Web_VirtualTour_ResHall_CommonArea_1440x900,Residence Hall Common Area,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_ResHall_CommonArea_1440x900.jpg
1762,RU_Web_VirtualTour_ResHall_StudyRoom_1440x900,Residence Hall Study Room,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_ResHall_StudyRoom_1440x900.jpg
1763,RU_Web_VirtualTour_SmallClassroom_1440x900,Small Classroom,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_SmallClassroom_1440x900.jpg
1764,RU_Web_VirtualTour_StudentActivitesLounge_1440x900,Student Activities Lounge,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_StudentActivitesLounge_1440x900.jpg
1765,RU_Web_VirtualTour_Traderoom_1440x900,Class Room,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_Traderoom_1440x900.jpg
1766,RU_Web_VirtualTour_WabashBuilding_1440x900,Roosevelt University Wabash Building,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_WabashBuilding_1440x900.jpg
1767,RU_Web_VirtualTour_WabashLobby_1440x900,Wabash Building Lobby,Images/GALLERIES/virtualTour/RU_Web_VirtualTour_WabashLobby_1440x900.jpg
1768,acbsp-accredited,ACBSP Accredited,Images/Logos/acbsp-accredited.png
1769,ACFE-logo-web,ACFE-logo,Images/Logos/ACFE-logo-web.jpg
1770,ADC2018-logo,2018 American Dream Reconsidered Conference logo,Images/Logos/ADC2018-logo.png
1771,alumni-insurance-program-banner,Alumni Insurance Program,Images/Logos/alumni-insurance-program-banner.jpg
1772,apple-app-store,Download on the App Store,Images/Logos/apple-app-store.svg
1773,College-of-Pharmacy,,Images/Logos/College-of-Pharmacy.jpg
1774,google-Play,,Images/Logos/google-Play.svg
1775,icon-cv2,CV,Images/Logos/icon-cv2.jpg
1776,lakerslogo,Roosevelt Lakers,Images/Logos/lakerslogo.jpg
1777,logo-BlogSpot,BlogSpot,Images/Logos/logo-BlogSpot.jpg
1778,logo-facebook-20x20,Facebook,Images/Logos/logo-facebook-20x20.png
1779,logo-flickr-20x20,Flickr,Images/Logos/logo-flickr-20x20.png
1780,logo-linkedin-20x20,LinkedIn,Images/Logos/logo-linkedin-20x20.png
1781,logo-OtherLink,Other,Images/Logos/logo-OtherLink.jpg
1782,logo-Skype,Skype,Images/Logos/logo-Skype.jpg
1783,logo-twitter-20x20,Twitter,Images/Logos/logo-twitter-20x20.jpg
1784,Logo-YouTubeSmall,YouTube,Images/Logos/Logo-YouTubeSmall.jpg
1785,Chicago-Title-NCS-Chicago-Gold-Black,Chicago Title Insurance Company,Images/Logos/MBIRE-sponsors/Chicago-Title-NCS-Chicago-Gold-Black.png
1786,Devo_sponsor-logo_Pasquinelli-Family-Foundation,Pasquinelli Family Foundation,Images/Logos/MBIRE-sponsors/Devo_sponsor-logo_Pasquinelli-Family-Foundation.png
1787,Duke-Realty,Duke Realty,Images/Logos/MBIRE-sponsors/Duke-Realty.jpg
1788,Hispanic-Housing-Development-Corp,Hispanic Housing Development Corporation,Images/Logos/MBIRE-sponsors/Hispanic-Housing-Development-Corp.png
1789,logo,McCaffery Interests,Images/Logos/MBIRE-sponsors/logo.png
1790,mid-america,Mid-America,Images/Logos/MBIRE-sponsors/mid-america.png
1791,northern-logo,Northern,Images/Logos/MBIRE-sponsors/northern-logo.jpg
1792,NC-SARA-Approved-Institution-logo-round,Logo of National Council for State Authorization Reciprocity Agreements,Images/Logos/NC-SARA-Approved-Institution-logo-round.png
1793,RooseveltR,Roosevelt University,Images/Logos/RooseveltR.jpg
1794,126k,"$126,000.00",Images/nonstandard-sizes/126k.png
1795,14ArbNet_Badges_Level1_web,ArbNet accredited arboretum level 1 badge,Images/nonstandard-sizes/14ArbNet_Badges_Level1_web.jpg
1796,2018-golf-outing,25th Annual Scholarship Golf Outing,Images/nonstandard-sizes/2018-golf-outing.jpg
1797,adm_134-Schaumburg-Open-House-Register-Button_300x200,Schaumburg Campus Open House,Images/nonstandard-sizes/300x200/adm_134-Schaumburg-Open-House-Register-Button_300x200.jpg
1798,Fall2017,,Images/nonstandard-sizes/300x200/Fall2017.PNG
1799,Goodman-Center-Entrance,Goodman Center Entrance,Images/nonstandard-sizes/300x200/Goodman-Center-Entrance.jpg
1800,Spring-Summer-2018,,Images/nonstandard-sizes/300x200/Spring-Summer-2018.PNG
1801,Vivid vocal jazz,Jazz Vocalists,Images/nonstandard-sizes/300x200/Vivid vocal jazz.jpg
1802,Lucy-Lopez,Lucy Lopez,Images/nonstandard-sizes/334x334/Lucy-Lopez.jpg
1803,Jennifer-Turner,Jennifer Turner,Images/nonstandard-sizes/480x480/Jennifer-Turner.jpg
1804,500k-1mil,Between $500K and $1 Million,Images/nonstandard-sizes/500k-1mil.png
1805,Carina-Balan-Actuarial-Science-Major,"Carina Balan, Actuarial Science Major",Images/nonstandard-sizes/500x500/Carina-Balan-Actuarial-Science-Major.jpg
1806,Joseph-H-Loundy-Human-Rights-Project-Lecture,Joseph H. Loundy Human Rights Project Lecture,Images/nonstandard-sizes/600x400/Joseph-H-Loundy-Human-Rights-Project-Lecture.jpg
1807,BMLA-2018-Summer-Institute,BMLA Summer Institute Gallery Image,Images/nonstandard-sizes/640x480/BMLA-2018-Summer-Institute.jpg
1808,Franklin-and-Eleanor-Roosevelt,Franklin and Eleanor Roosevelt,Images/nonstandard-sizes/655x655/Franklin-and-Eleanor-Roosevelt.jpg
1809,Sherry-Gendel,Sherry Gendel,Images/nonstandard-sizes/683x683/Sherry-Gendel.jpg
1810,Compost-Bag,Weighing compost collected in a biodegradable bag in the Sustainability Studies lab as part of the AUD Composting Pilot Project.,Images/nonstandard-sizes/720x1280/Compost-Bag.jpg
1811,Cheryl-Green-Sustainability-Studies-2014,"Cheryl Green, Sustainability Studies 2014",Images/nonstandard-sizes/730x730/Cheryl-Green-Sustainability-Studies-2014.jpeg
1812,McCormick-Dining-Center-on-the-2nd-floor-of-Roosevelt-University-Wabash-Building,McCormick Dining Center on the 2nd floor of Roosevelt University's Wabash Building,Images/nonstandard-sizes/740x500/McCormick-Dining-Center-on-the-2nd-floor-of-Roosevelt-University-Wabash-Building.jpg
1813,A-smiling-Alice-Beals-seated-in-the-Library,A smiling Alice Beals seated in the Library,Images/nonstandard-sizes/800x500/A-smiling-Alice-Beals-seated-in-the-Library.jpg
1814,Ali-Malekzadeh-speaking-on-the-American-Dream,Ali Malekzadeh speaking on the American Dream,Images/nonstandard-sizes/800x500/Ali-Malekzadeh-speaking-on-the-American-Dream.jpg
1815,Marc-Andre-Hamelin,Marc Andre Hamelin,Images/nonstandard-sizes/800x500/Marc-Andre-Hamelin.jpg
1816,Rabbi-Abie-Ingber,Rabbi Abie Ingber,Images/nonstandard-sizes/800x500/Rabbi-Abie-Ingber.jpg
1817,Adult-woman-student-smiling,Adult woman student smiling,Images/nonstandard-sizes/900x700/Adult-woman-student-smiling.jpg
1818,Downtown-campus-from-south,Downtown campus from south,Images/nonstandard-sizes/900x700/Downtown-campus-from-south.jpg
1819,Four-students-smiling,Four students smiling,Images/nonstandard-sizes/900x700/Four-students-smiling.jpg
1820,Group-of-standing-students,Group of standing students,Images/nonstandard-sizes/900x700/Group-of-standing-students.jpg
1821,Professor-lecturing-in-front-of-class-Class-Observations,Professor lecturing in front of class - Class Observations,Images/nonstandard-sizes/900x700/Professor-lecturing-in-front-of-class-Class-Observations.jpg
1822,Scahumburg-campus-at-sunset,Scahumburg campus at sunset,Images/nonstandard-sizes/900x700/Scahumburg-campus-at-sunset.jpg
1823,Schaumburg-Grad-student-in-front-of-red-orange-wall,Schaumburg Grad student in front of red-orange wall,Images/nonstandard-sizes/900x700/Schaumburg-Grad-student-in-front-of-red-orange-wall.jpg
1824,Student-in-green-RU-shirt,Student in green RU shirt,Images/nonstandard-sizes/900x700/Student-in-green-RU-shirt.jpg
1825,Student-in-pink-shirt-with-backpack,Student in pink shirt with backpack,Images/nonstandard-sizes/900x700/Student-in-pink-shirt-with-backpack.jpg
1826,ACBSP-logo,ACBSP logo,Images/nonstandard-sizes/ACBSP-logo.png
1827,Alex-Fruin,Alex Fruin,Images/nonstandard-sizes/Alex-Fruin.jpg
1828,Alex-Heinz,Alex Heinz,Images/nonstandard-sizes/Alex-Heinz.jpg
1829,Alum-Rogelia-Pena,Roosevelt alumna Rogelia Peña,Images/nonstandard-sizes/Alum-Rogelia-Pena.jpg
1830,alumni-relations-team,Kristy Kotek and Jessica Mueller,Images/nonstandard-sizes/alumni-relations-team.jpg
1831,Alumni-Spotlight-Jamila-Danzy-web,Roosevelt alum Jamila Danzy,Images/nonstandard-sizes/Alumni-Spotlight-Jamila-Danzy-web.jpg
1832,Anthony-Soyak,Anthony Soyak,Images/nonstandard-sizes/Anthony-Soyak.jpg
1833,Asghar-Sabbaghi,Asghar Sabbaghi,Images/nonstandard-sizes/Asghar-Sabbaghi.png
1834,Ashley-Stefanski,College of Pharmacy graduate Ashley Stefanski,Images/nonstandard-sizes/Ashley-Stefanski.png
1835,banner_woman_standing_arms_crossed,Professional Studies Info Box,Images/nonstandard-sizes/banner_woman_standing_arms_crossed.jpg
1836,Barb-Anderson-headshot,"photo of Barb Anderson, head of instruction and learning in the Roosevelt library",Images/nonstandard-sizes/Barb-Anderson-headshot.jpg
1837,ben-schulman,Ben Schulman (BPS ’12),Images/nonstandard-sizes/ben-schulman.jpg
1838,biss-kennedy-combo,Biss and Kennedy,Images/nonstandard-sizes/biss-kennedy-combo.jpg
1839,carina-balan,"Carina Balan (BS Actuarial Science, ’13)",Images/nonstandard-sizes/carina-balan.jpg
1840,Carol-Brown,photo of Carol Brown,Images/nonstandard-sizes/Carol-Brown.png
1841,Carolyn-Jones-Spotlight,Carolyn-Jones-Spotlight,Images/nonstandard-sizes/Carolyn-Jones-Spotlight.jpg
1842,CAS-Class-of-2020-Caitlyn-Santiago,Softball student-athlete and biology graduate Caitlyn Santiago,Images/nonstandard-sizes/CAS-Class-of-2020-Caitlyn-Santiago.jpg
1843,CAS-Class-of-2020-Earnest-Bickerstaff,Roosevelt history graduate Earnest Bickerstaff,Images/nonstandard-sizes/CAS-Class-of-2020-Earnest-Bickerstaff.jpg
1844,CAS-Class-of-2020-Eric-Thompson,"Eric Thompson, paralegal studies graduate",Images/nonstandard-sizes/CAS-Class-of-2020-Eric-Thompson.jpg
1845,CAS-Class-of-2020-Kris-Rakestraw,,Images/nonstandard-sizes/CAS-Class-of-2020-Kris-Rakestraw.jpg
1846,CAS-Class-of-2020-Riley-Landenberger,Softball student-athlete and integrated marketing communications major Riley Landenberger,Images/nonstandard-sizes/CAS-Class-of-2020-Riley-Landenberger.jpeg
1847,CAS-Class-of-2020-Viviana-Jimenez,Roosevelt biology graduate Viviana Jimenez,Images/nonstandard-sizes/CAS-Class-of-2020-Viviana-Jimenez.jpg
1848,CCPA-Class-of-2020-Changqing-Shi,Roosevelt graduate Changqing Shi,Images/nonstandard-sizes/CCPA-Class-of-2020-Changqing-Shi.jpg
1849,CCPA-Class-of-2020-Claire-Barber,Classical voice major Claire Barber,Images/nonstandard-sizes/CCPA-Class-of-2020-Claire-Barber.jpg
